ID,TemporaryMark,Gender,AutonomousCommunity,SchoolOwnership,Pond,PondMax3,KindOfPlace,Income,LivingUnit,DependentPersons,WorkConfinement,WorkConfinementsSecondAdult,ChildEarlyEducation1,ChildEarlyEducation2,ChildPrimaryEducation,ChildSecondaryEducation,ChildBaccaleaurate,ChildVocationalTraining,ChildrenSpecialNeeds,WorkloadChange,HouseworkMore,Sleep,Leisure,Sports,Friends,ExtendedFamily,Past,Future,Sex,Reconciling,DomesticHelp,Tired,TimeOff,InterruptChildren,InterruptChildrenFrequency,ChildrenSchookwork,ShareElectronicDevices,Bedtime,PositiveImpact,Bonding,BondingNeighbours,TastesAndAbilities,Responsability,Adaptarion,Understanding,NegativeImpact,Anxiety,Loneliness,Sadness,LossFamilyMember,FinancialLoss,Arguments,AlcoholMedicationDrug,TechnologyUse,NegativeImpactOther,NegativeImpactNoanswer,ChildPhysicalActivity,ChildScreens,ChildSleep,ChildDiet,ChildFear,ChildFrustation,Irritability,Boredom,ChildFake,ChildIFriends,ChildFriendship,ChildSpace,ChildIntrospection,ChildLeavingHome,ChildNoVariation,ChildNoAnswers,ChildMissExercise,ChildMissFriends,ChildMissExperience,ChildMissContents,ChildMissGroup,ChildMissExam,ChildMissTeacher,HelpOnline,SchoolCommunication,ParentsGroups,ParentsCommunicationReturn,SchoolFees,ChallengeContent,ChallengeMonitoring,ChallengeEmotionalSupport,ChallengeNeeds,ChallengeEvaluation,ChallengeCommunication,ChallengeOnline,ChallengeEquipment,ChallengeVulnerable,ChallengeAny,PriorityCustody,PriorityContent,PriorityAutonomy,PrioritySocialisation,PriorityEmotional,FamiliesCollaboration,SchoolSpace,SpaceBarracks,SpacePorch,SpaceDining,SpaceHall,SpaceGym,SpaceOther,SpaceNone,SpaceStreet,SpacePlots,SpaceParks,SpacePublic,SpaceSurroundingOther,SpaceSurroundingNone,ActivitiesOutside,Selección,filter_,SchoolOwnership1
3540,2020/07/08 8:41:50 p. m. EET,2,MURCIA,Privado,4.72,3,2,30001,2,0,0,1,0,1,1,0,0,0,0,5,2,3,1,1,2,3,4,3,2,2,0,2,,,,4,0,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,1,3,2,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,1,Privado
3541,2020/07/02 4:24:57 p. m. EET,2,MURCIA,Público,3.2,3,2,24211,2,0,1,1,1,0,0,0,0,0,0,4,2,2,1,2,2,2,4,4,3,2,0,2,0,1,2,2,1,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,Público
3542,2020/07/02 7:53:36 p. m. EET,2,MURCIA,Privado,4.72,3,2,24211,2,0,0,1,0,1,0,0,0,0,0,7,2,2,2,3,3,3,3,4,2,2,2,2,0,,,,,,2,1,1,1,0,1,0,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,,,,4,1,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,Privado
3543,2020/07/09 12:17:27 a. m. EET,2,MURCIA,Público,3.2,3,2,24211,2,0,0,1,1,0,0,0,0,0,1,2,2,2,1,1,2,2,1,4,,2,0,2,0,1,3,1,0,1,1,1,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,2,0,0,1,1,1,0,0,0,0,1,0,0,0,2,1,1,Público
3544,2020/07/02 11:00:52 p. m. EET,2,MURCIA,Público,3.2,3,2,21486,2,0,0,0,0,1,1,0,0,0,0,2,1,3,2,4,3,4,3,1,2,0,0,0,1,0,,2,1,0,2,1,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,4,2,4,2,,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,0,0,0,0,0,0,1,1,0,1,1,1,0,3,1,1,Público
3545,2020/07/02 8:47:48 p. m. EET,2,MURCIA,Concertado,.17,.17,2,21486,2,0,1,1,0,1,0,0,0,0,0,1,2,2,1,1,2,1,4,4,2,2,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,3,3,3,3,2,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,0,1,1,1,1,1,0,0,1,1,0,0,0,2,1,1,Concertado
3546,2020/07/08 7:36:33 p. m. EET,2,MURCIA,Público,3.2,3,2,21486,2,0,1,1,0,1,0,0,0,0,0,3,2,2,1,1,2,2,4,4,2,2,0,2,2,1,3,,0,1,2,0,0,1,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,4,2,3,2,,0,0,0,0,0,0,1,0,1,0,2,3,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,Público
3547,2020/07/02 6:15:52 p. m. EET,2,MURCIA,Concertado,.17,.17,2,18803,2,0,0,1,0,1,0,0,0,0,0,1,2,2,4,2,2,4,4,4,3,0,0,1,1,0,,3,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,4,3,2,2,0,0,0,0,0,0,0,0,0,1,1,3,3,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,Concertado
3548,2020/07/02 6:15:59 p. m. EET,2,MURCIA,Concertado,.17,.17,2,18803,2,0,0,1,0,1,1,0,0,0,0,1,2,2,4,2,2,4,4,4,3,0,0,1,1,0,,3,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,4,3,2,2,0,0,0,0,0,0,0,0,0,1,1,3,3,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,Concertado
3549,2020/07/03 8:34:47 a. m. EET,1,MURCIA,Concertado,.17,.17,2,18803,2,0,1,1,1,1,0,0,0,0,0,4,2,2,4,2,3,3,3,3,3,2,2,2,0,1,3,4,1,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,4,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,3,2,3,3,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,1,Concertado
3550,2020/07/02 10:36:06 p. m. EET,2,MURCIA,Privado,4.72,3,2,21624,2,0,1,1,0,0,1,0,0,0,0,1,2,3,2,2,2,3,4,4,3,2,2,0,0,1,2,2,0,0,2,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,0,0,1,1,1,1,0,0,0,1,1,0,0,3,1,1,Privado
3551,2020/07/02 5:08:38 p. m. EET,2,MURCIA,Público,3.2,3,2,21624,2,0,1,0,0,1,1,0,0,0,0,1,2,2,4,3,4,3,3,1,2,0,0,0,2,0,,3,1,0,2,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,3,2,,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,Público
3552,2020/07/08 7:22:15 p. m. EET,2,MURCIA,Público,3.2,3,2,21624,2,0,1,0,0,0,1,0,0,0,0,3,2,3,3,2,3,1,3,3,2,2,0,2,2,1,2,2,1,1,2,1,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,4,2,2,0,0,1,0,0,1,1,0,0,0,1,3,2,3,3,3,2,0,0,0,0,1,1,0,0,1,0,1,0,0,3,1,1,Público
3553,2020/07/09 12:51:14 a. m. EET,2,MURCIA,Público,3.2,3,2,21624,2,0,1,1,0,0,1,0,0,0,0,4,2,2,1,2,2,2,4,4,3,2,0,2,0,1,2,2,1,0,1,1,0,1,0,1,1,2,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,2,4,3,2,,0,0,1,0,0,0,0,1,0,0,1,2,3,3,3,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,3,1,1,Público
3554,2020/07/02 9:51:23 p. m. EET,2,MURCIA,Concertado,.17,.17,2,23374,1,0,0,1,0,0,1,0,0,0,0,7,2,2,1,1,2,1,1,2,2,1,0,2,0,0,,2,1,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,2,0,1,1,0,1,1,0,0,1,0,3,3,3,3,3,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,1,Concertado
3555,2020/07/03 9:37:35 p. m. EET,2,MURCIA,Público,3.2,3,2,23374,2,0,0,1,0,1,0,0,0,0,0,7,2,2,2,2,4,4,3,3,3,1,0,2,1,1,3,4,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,4,4,4,2,2,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2,1,1,Público
3556,2020/07/02 10:02:45 p. m. EET,2,MURCIA,Privado,4.72,3,2,20720,3,0,0,1,1,0,0,0,0,0,0,3,2,2,1,2,3,3,4,4,2,2,2,2,0,1,2,1,1,1,2,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,3,3,2,1,0,0,1,0,0,1,1,0,0,0,2,2,3,3,3,3,3,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,Privado
3557,2020/07/02 5:05:49 p. m. EET,2,MURCIA,Privado,4.72,3,2,20720,3,0,1,1,0,0,1,1,0,0,0,3,2,3,2,2,2,2,3,3,2,2,0,2,1,1,2,,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,Privado
3558,2020/07/03 3:56:59 p. m. EET,2,MURCIA,Concertado,.17,.17,2,20720,2,0,0,0,0,1,0,0,0,0,0,2,2,3,2,3,2,3,2,3,3,2,0,0,2,1,2,2,1,1,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,3,2,1,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,1,3,1,1,Concertado
3559,2020/07/03 9:29:01 a. m. EET,2,MURCIA,Concertado,.17,.17,2,20720,1,1,0,,0,1,0,0,0,0,0,7,2,2,1,1,2,2,4,4,1,,0,2,0,,,3,1,1,2,1,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,3,1,1,2,2,0,0,0,0,0,0,0,0,0,1,2,3,2,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Concertado
3560,2020/07/04 2:44:29 a. m. EET,2,MURCIA,Concertado,.17,.17,2,20720,2,0,0,1,0,0,1,1,0,0,0,7,2,2,1,1,1,2,4,4,4,0,0,2,0,0,,4,1,1,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,4,4,3,3,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,1,1,0,1,1,1,0,0,0,1,0,0,0,3,1,1,Concertado
3561,2020/07/03 8:47:05 a. m. EET,2,MURCIA,Público,3.2,3,2,18923,2,0,1,1,1,0,0,0,0,0,0,3,1,2,2,3,1,1,4,3,1,2,0,2,0,0,,4,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,2,2,2,1,,1,1,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,1,Público
3562,2020/07/09 12:16:23 a. m. EET,2,MURCIA,Privado,4.72,3,2,18923,2,0,1,1,0,1,0,0,0,0,0,3,1,2,1,4,2,3,4,4,3,2,0,0,2,0,,4,0,0,2,1,1,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,4,2,3,2,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,Privado
3563,2020/07/02 11:35:56 p. m. EET,2,MURCIA,Público,3.2,3,1,,2,0,1,1,0,1,0,0,0,0,0,3,1,3,2,1,2,3,4,1,2,2,0,2,1,1,3,1,1,1,1,1,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,3,2,2,0,0,0,0,0,0,0,0,0,1,3,3,2,2,2,2,3,0,1,0,0,0,1,0,1,0,1,1,0,0,3,1,1,Público
3564,2020/07/03 12:06:25 a. m. EET,2,MURCIA,Público,3.2,3,1,,2,0,1,1,1,0,1,0,0,0,0,3,2,2,2,2,2,2,3,3,3,0,0,2,0,1,3,2,1,1,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,3,2,3,1,2,0,0,0,0,0,0,0,0,0,1,3,3,2,3,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,Público
3565,2020/07/03 6:08:41 a. m. EET,2,MURCIA,Público,3.2,3,1,,1,0,1,1,0,0,1,0,0,0,0,1,2,3,3,4,2,2,4,4,3,1,0,2,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,2,,0,1,0,0,0,0,1,0,0,0,3,3,3,3,3,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,1,Público
3566,2020/07/02 4:57:07 p. m. EET,2,MURCIA,Concertado,.17,.17,2,21380,2,1,1,1,0,1,0,0,0,0,0,3,1,2,2,2,3,2,4,3,2,2,2,2,0,1,1,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,2,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,0,0,0,1,1,0,0,0,0,1,0,0,0,2,1,1,Concertado
3567,2020/07/02 11:33:24 p. m. EET,2,MURCIA,Concertado,.17,.17,2,23066,2,0,1,1,1,0,0,0,0,0,0,1,2,3,1,1,1,3,1,4,2,2,0,2,0,0,,2,1,0,2,1,0,0,1,1,0,2,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,3,3,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,Concertado
3568,2020/07/02 7:11:20 p. m. EET,2,MURCIA,Concertado,.17,.17,2,18912,2,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,1,Concertado
3569,2020/07/03 12:23:34 a. m. EET,2,MURCIA,Público,3.2,3,2,18912,2,0,0,,0,0,1,0,0,0,0,4,2,2,4,3,4,4,4,4,3,0,0,2,1,0,,2,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,3,2,4,1,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,1,1,0,1,1,0,0,1,1,1,1,0,0,3,1,1,Público
3570,2020/07/03 2:33:27 a. m. EET,2,MURCIA,Concertado,.17,.17,2,18912,2,0,0,0,0,1,0,0,0,0,0,7,0,4,2,2,3,3,3,3,3,0,0,0,2,1,3,2,1,0,2,1,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,3,1,1,0,0,1,1,0,1,0,0,0,0,3,3,3,3,3,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,1,Concertado
3571,2020/07/08 8:25:27 p. m. EET,2,MURCIA,Privado,4.72,3,2,18912,2,0,1,1,1,0,0,0,0,0,0,1,2,2,1,1,1,2,3,3,3,2,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,2,3,1,2,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,Privado
3572,2020/07/02 5:46:28 p. m. EET,2,MURCIA,Público,3.2,3,1,,2,0,0,0,0,1,0,0,0,0,0,7,1,2,2,2,3,3,3,4,4,1,2,2,0,0,,3,1,0,2,1,1,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,3,3,2,2,0,1,1,0,1,1,1,0,0,0,2,2,3,3,3,3,2,0,1,0,0,0,1,0,1,0,1,1,1,0,3,1,1,Público
3573,2020/07/03 9:56:04 a. m. EET,2,MURCIA,Concertado,.17,.17,2,27211,2,0,1,1,0,0,1,0,0,0,0,4,2,3,3,2,3,3,3,3,3,2,2,2,2,1,2,4,1,0,2,1,0,1,1,1,0,2,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,3,3,2,1,1,1,1,0,1,0,0,0,0,3,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,Concertado
3574,2020/07/02 11:37:21 p. m. EET,2,MURCIA,Concertado,.17,.17,2,20468,2,0,1,1,1,1,0,0,0,0,0,3,2,2,1,1,1,2,3,4,2,2,0,2,0,1,3,3,1,1,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,4,2,3,2,,0,0,0,0,0,0,1,1,0,1,3,3,3,3,3,2,1,0,1,0,1,1,1,0,0,0,1,1,0,0,3,1,1,Concertado
3575,2020/07/02 4:40:53 p. m. EET,2,MURCIA,Concertado,.17,.17,2,20468,2,0,0,1,0,1,1,0,0,0,0,6,2,1,1,1,2,2,2,4,2,2,0,2,0,1,3,2,1,1,2,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,4,3,3,2,2,1,1,1,0,0,1,1,0,0,0,3,3,3,3,3,3,3,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,Concertado
3576,2020/07/02 5:26:37 p. m. EET,2,MURCIA,Concertado,.17,.17,2,20468,3,1,0,0,0,1,1,0,0,0,0,3,2,3,1,1,2,2,3,3,2,2,2,2,0,1,3,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,2,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,Concertado
3577,2020/07/03 3:36:08 p. m. EET,2,MURCIA,Público,3.2,3,2,20468,2,0,1,1,0,0,1,0,0,0,0,3,2,3,1,1,2,3,2,4,3,2,0,2,0,1,2,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,3,2,4,2,,1,1,0,0,1,0,0,0,0,0,2,1,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,Público
3578,2020/07/02 11:14:50 p. m. EET,2,MURCIA,Concertado,.17,.17,2,22751,2,0,0,1,0,0,1,1,0,0,0,2,1,2,2,1,3,3,4,4,3,0,0,2,,,,2,1,,2,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,1,3,1,2,0,0,0,0,0,0,0,0,0,1,2,1,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,Concertado
3579,2020/07/02 11:31:46 p. m. EET,2,MURCIA,Concertado,.17,.17,2,22751,1,0,1,1,0,0,1,1,0,0,0,3,2,3,4,1,4,4,4,3,3,2,0,1,2,1,3,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,2,1,3,2,0,0,0,0,0,0,0,1,0,0,2,1,3,3,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,Concertado
3580,2020/07/02 11:45:41 p. m. EET,2,MURCIA,Privado,4.72,3,2,22751,2,0,0,1,1,0,1,0,0,0,0,7,0,3,1,1,1,2,3,4,3,2,0,1,0,,,4,0,0,2,1,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,3,2,0,0,0,0,0,0,0,0,0,1,3,3,2,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,Privado
3581,2020/07/02 10:55:51 p. m. EET,2,MURCIA,Público,3.2,3,2,18772,1,0,0,0,0,0,1,0,0,0,0,2,2,4,3,3,3,4,3,3,1,1,0,1,0,1,1,3,0,1,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,4,2,3,2,2,0,1,1,0,0,1,0,0,0,0,2,1,3,3,3,3,2,0,1,1,0,0,1,0,0,1,1,0,1,0,2,1,1,Público
3582,2020/07/02 8:43:32 p. m. EET,2,MURCIA,Público,3.2,3,2,18772,2,0,1,0,0,1,0,0,0,0,0,3,2,2,2,1,3,3,3,3,3,2,1,2,0,1,2,2,1,1,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,3,3,2,2,0,0,1,0,0,0,0,0,0,0,2,3,3,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,Público
3583,2020/07/02 4:37:15 p. m. EET,2,MURCIA,Privado,4.72,3,2,24438,2,0,1,1,1,1,0,0,0,0,0,3,2,4,2,1,4,3,3,4,3,2,0,2,1,1,3,2,0,1,2,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,4,3,3,2,2,0,0,0,0,0,0,0,0,0,1,3,2,3,3,2,3,2,0,1,0,1,0,0,0,1,0,0,1,0,0,2,1,1,Privado
3584,2020/07/03 12:14:35 p. m. EET,2,MURCIA,Concertado,.17,.17,2,24438,2,0,1,1,0,0,1,0,0,0,0,1,2,2,1,1,2,2,1,2,1,2,0,2,0,1,2,2,0,1,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,2,3,2,0,0,1,0,0,1,1,1,0,0,2,3,3,3,3,3,1,0,1,1,1,1,1,0,0,0,0,1,0,0,2,1,1,Concertado
3585,2020/07/03 5:21:41 p. m. EET,2,MURCIA,Concertado,.17,.17,2,16750,2,0,1,1,1,0,0,0,0,0,0,3,2,2,2,1,2,1,1,2,2,2,0,2,1,1,2,2,1,1,2,1,0,0,1,1,0,2,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,4,4,4,2,2,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,2,0,0,1,1,1,1,0,0,0,0,0,1,0,2,1,1,Concertado
3586,2020/07/09 3:00:45 p. m. EET,2,MURCIA,Público,3.2,3,2,17902,2,0,1,1,1,0,0,0,0,0,0,3,1,3,2,2,2,2,4,4,2,1,0,2,0,1,2,2,0,1,2,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,2,3,3,1,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,1,1,1,0,1,1,1,0,0,0,0,0,0,1,2,1,1,Público
3587,2020/07/02 11:57:50 p. m. EET,2,MURCIA,Privado,4.72,3,2,15998,1,0,1,1,1,1,1,0,0,0,0,3,2,2,1,1,2,2,1,2,2,2,0,2,0,1,3,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,3,3,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,2,1,1,Privado
