ID,TemporaryMark,Gender,AutonomousCommunity,SchoolOwnership,Pond,PondMax3,KindOfPlace,Income,LivingUnit,DependentPersons,WorkConfinement,WorkConfinementsSecondAdult,ChildEarlyEducation1,ChildEarlyEducation2,ChildPrimaryEducation,ChildSecondaryEducation,ChildBaccaleaurate,ChildVocationalTraining,ChildrenSpecialNeeds,WorkloadChange,HouseworkMore,Sleep,Leisure,Sports,Friends,ExtendedFamily,Past,Future,Sex,Reconciling,DomesticHelp,Tired,TimeOff,InterruptChildren,InterruptChildrenFrequency,ChildrenSchookwork,ShareElectronicDevices,Bedtime,PositiveImpact,Bonding,BondingNeighbours,TastesAndAbilities,Responsability,Adaptarion,Understanding,NegativeImpact,Anxiety,Loneliness,Sadness,LossFamilyMember,FinancialLoss,Arguments,AlcoholMedicationDrug,TechnologyUse,NegativeImpactOther,NegativeImpactNoanswer,ChildPhysicalActivity,ChildScreens,ChildSleep,ChildDiet,ChildFear,ChildFrustation,Irritability,Boredom,ChildFake,ChildIFriends,ChildFriendship,ChildSpace,ChildIntrospection,ChildLeavingHome,ChildNoVariation,ChildNoAnswers,ChildMissExercise,ChildMissFriends,ChildMissExperience,ChildMissContents,ChildMissGroup,ChildMissExam,ChildMissTeacher,HelpOnline,SchoolCommunication,ParentsGroups,ParentsCommunicationReturn,SchoolFees,ChallengeContent,ChallengeMonitoring,ChallengeEmotionalSupport,ChallengeNeeds,ChallengeEvaluation,ChallengeCommunication,ChallengeOnline,ChallengeEquipment,ChallengeVulnerable,ChallengeAny,PriorityCustody,PriorityContent,PriorityAutonomy,PrioritySocialisation,PriorityEmotional,FamiliesCollaboration,SchoolSpace,SpaceBarracks,SpacePorch,SpaceDining,SpaceHall,SpaceGym,SpaceOther,SpaceNone,SpaceStreet,SpacePlots,SpaceParks,SpacePublic,SpaceSurroundingOther,SpaceSurroundingNone,ActivitiesOutside,Selección,filter_,SchoolOwnership1
3492,2020/07/08 10:55:24 p. m. EET,2,ANDALUCÍA,Privado,4.91,3,2,,3,0,1,1,0,1,1,0,0,0,0,1,2,2,1,1,3,1,3,3,3,2,0,2,0,1,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,2,1,2,2,2,1,0,1,0,0,0,1,0,0,0,1,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,Privado
3493,2020/07/08 9:38:21 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,1,1,1,0,0,0,0,0,0,3,2,3,2,1,2,2,1,1,2,2,0,2,0,1,3,1,0,1,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,2,2,0,0,1,0,0,0,0,1,0,0,2,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Público
3494,2020/07/02 11:20:38 p. m. EET,2,ANDALUCÍA,Privado,4.91,3,2,,2,0,0,1,1,0,0,0,0,0,0,6,2,2,2,2,2,2,4,1,2,2,1,1,1,1,3,4,1,1,2,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,2,4,2,1,0,0,0,0,0,0,1,0,0,0,2,3,2,3,3,3,1,0,1,1,1,1,0,0,0,0,1,0,0,0,2,1,1,Privado
3495,2020/07/02 5:08:37 p. m. EET,2,ANDALUCÍA,Concertado,.71,.71,2,,2,0,1,0,0,1,0,0,0,0,1,4,0,3,1,1,2,4,1,3,3,2,0,2,2,1,2,2,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,2,2,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,3,1,1,Concertado
3496,2020/07/02 5:12:36 p. m. EET,2,ANDALUCÍA,Concertado,.71,.71,2,,2,0,1,1,0,1,1,0,0,0,0,3,2,2,2,4,2,3,3,2,2,2,0,0,2,1,3,3,0,1,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,4,2,3,2,,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,Concertado
3497,2020/07/03 6:03:51 a. m. EET,2,ANDALUCÍA,Privado,4.91,3,2,,2,0,1,0,0,1,0,0,0,0,0,4,0,4,3,3,2,2,4,4,3,0,0,1,2,0,,2,0,0,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1,Privado
3498,2020/07/05 12:30:50 a. m. EET,2,ANDALUCÍA,Privado,4.91,3,2,,2,0,1,0,1,1,0,0,0,0,0,7,2,2,1,1,2,1,4,2,3,2,0,2,0,1,3,3,1,1,2,1,0,0,0,1,0,,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,4,4,3,2,2,0,1,1,0,0,1,0,0,0,0,1,3,3,3,3,3,1,0,1,0,1,0,1,0,0,0,1,0,1,0,2,1,1,Privado
3499,2020/07/09 1:21:02 a. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,0,0,0,0,1,0,0,0,0,2,0,2,2,1,3,3,4,4,2,0,0,2,2,0,,2,1,0,2,1,0,0,0,1,0,2,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,3,2,3,3,,0,0,0,0,1,1,0,0,0,0,3,3,3,3,2,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,Público
3500,2020/07/04 1:27:35 a. m. EET,2,ANDALUCÍA,Privado,4.91,3,2,,2,0,0,1,1,0,0,0,0,0,0,7,2,3,1,1,1,4,3,4,,2,0,2,0,,,4,1,1,2,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,4,3,2,,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,Privado
3501,2020/07/02 5:50:12 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,1,0,0,,0,0,1,1,0,0,0,7,2,2,4,3,4,1,4,4,1,2,0,2,0,1,2,2,0,1,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,3,2,2,1,1,1,0,0,1,1,0,0,0,2,2,3,2,3,3,1,0,1,0,1,1,1,0,1,0,1,1,0,0,3,1,1,Público
3502,2020/07/09 4:08:00 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,1,1,0,0,1,1,0,0,0,0,1,1,3,3,1,2,1,3,3,3,1,2,2,1,1,2,3,1,1,2,1,0,1,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,3,2,2,2,2,1,0,1,0,1,1,1,1,0,0,2,3,3,3,3,3,1,0,1,0,0,1,0,0,1,0,1,1,0,0,3,1,1,Público
3503,2020/07/02 10:37:38 p. m. EET,2,ANDALUCÍA,Privado,4.91,3,2,,2,0,0,1,0,1,0,0,0,0,0,2,2,4,2,1,3,4,4,3,2,0,0,2,0,0,3,2,1,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,2,2,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,Privado
3504,2020/07/02 10:41:59 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,0,1,1,0,1,0,0,0,0,1,2,2,3,1,1,4,4,3,2,2,0,2,0,1,3,4,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,2,1,,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,Público
3505,2020/07/02 11:50:42 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,1,1,0,0,1,0,0,0,0,3,0,2,2,1,4,4,4,4,2,2,0,2,1,1,3,3,1,1,2,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,3,3,3,2,1,0,0,0,0,0,0,1,0,0,2,3,3,3,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,Público
3506,2020/07/02 7:19:21 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,0,1,1,1,0,0,0,0,0,2,2,4,4,3,2,2,3,4,4,0,0,0,2,0,,3,1,0,2,1,0,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,4,2,,1,1,0,0,0,1,1,0,0,0,2,3,2,3,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,Público
3507,2020/07/02 10:53:40 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,0,0,1,1,0,0,0,0,1,7,2,3,1,1,2,4,4,4,2,0,2,0,0,0,,3,1,0,2,1,0,0,1,1,0,2,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,4,4,3,2,,0,0,0,0,0,1,0,0,0,0,3,2,2,3,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,Público
3508,2020/07/02 7:37:47 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,0,,1,1,0,,1,0,0,0,0,0,1,5,1,4,4,2,3,3,3,3,4,0,0,2,2,0,1,2,1,0,2,1,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,3,1,,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,3,1,1,Público
3509,2020/07/02 10:26:00 p. m. EET,2,ANDALUCÍA,Privado,4.91,3,2,,2,0,1,1,0,1,1,0,0,0,0,4,2,3,4,4,3,4,4,4,3,2,0,2,2,1,3,4,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,1,1,1,1,0,0,1,0,0,0,0,2,2,3,3,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,Privado
3510,2020/07/02 11:47:41 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,0,0,0,0,1,0,0,0,0,2,2,3,4,3,3,3,3,4,3,1,0,1,1,0,1,4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,2,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3,1,1,Público
3511,2020/07/02 6:07:52 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,1,1,0,0,1,0,0,0,0,3,2,2,2,2,2,2,4,2,2,2,0,2,1,0,,4,1,1,1,0,0,0,0,1,1,2,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,3,2,4,3,2,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,3,1,1,1,0,1,1,0,0,1,0,1,1,0,0,3,1,1,Público
3512,2020/07/02 7:47:18 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,1,0,1,0,0,0,0,0,0,3,1,2,2,2,3,3,4,4,1,2,0,2,1,1,2,2,0,1,2,1,0,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,3,3,2,,1,1,0,0,0,1,1,0,0,0,1,3,2,2,2,3,1,0,0,1,1,1,1,0,0,1,0,0,0,0,2,1,1,Público
3513,2020/07/03 12:16:32 a. m. EET,2,ANDALUCÍA,Público,2.88,2.88,1,,2,0,1,1,1,1,0,0,0,0,0,4,1,2,2,2,2,2,4,1,3,2,0,2,2,1,1,2,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,3,3,3,2,,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,Público
3514,2020/07/02 7:05:32 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,1,1,0,1,0,0,0,0,0,1,2,3,4,3,3,3,3,3,4,0,0,0,2,0,,2,1,0,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,2,2,1,,0,0,0,0,0,0,0,0,1,0,1,3,2,3,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1,1,Público
3515,2020/07/02 7:49:34 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,0,0,1,0,0,0,0,0,0,2,2,3,2,1,2,4,3,2,3,2,0,2,0,1,1,2,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,Público
3516,2020/07/02 9:53:16 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,1,0,0,,1,1,0,0,0,0,0,2,2,1,3,1,4,4,4,3,1,2,0,2,0,0,,2,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,3,1,2,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,1,Público
3517,2020/07/02 5:05:45 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,0,,3,0,1,1,1,0,0,0,0,0,0,3,2,2,1,1,2,1,4,4,3,2,0,2,0,1,3,2,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,4,3,3,2,,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,2,1,1,1,1,1,0,0,0,0,0,1,0,0,3,1,1,Público
3518,2020/07/02 6:12:25 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,0,0,1,0,0,0,0,0,0,2,2,3,4,4,4,3,3,4,3,0,0,2,0,0,3,2,1,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,2,4,2,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,3,3,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,Público
3519,2020/07/09 1:54:00 a. m. EET,2,ANDALUCÍA,Público,2.88,2.88,1,,2,0,0,0,1,0,0,0,0,0,1,7,2,2,2,3,2,3,4,4,3,2,2,2,1,1,3,3,1,1,2,0,0,0,0,0,1,2,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,2,2,3,2,,0,0,0,0,0,0,0,0,0,1,1,3,2,3,3,3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,3,1,1,Público
3520,2020/07/03 12:31:20 p. m. EET,2,ANDALUCÍA,Privado,4.91,3,1,,2,0,1,1,1,0,0,0,0,0,0,3,2,2,2,2,2,2,4,3,2,2,0,2,1,1,3,2,1,1,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,3,2,3,2,1,0,0,0,0,0,1,1,0,0,0,3,3,3,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,Privado
3521,2020/07/02 4:26:32 p. m. EET,2,ANDALUCÍA,Concertado,.71,.71,2,,2,0,0,0,1,0,0,0,0,0,0,2,2,2,4,3,3,4,4,4,4,1,0,2,2,0,,2,1,0,2,1,0,1,1,1,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,3,2,3,2,2,0,0,1,0,0,1,1,0,1,0,3,3,3,3,3,3,1,0,1,0,1,1,0,0,1,0,0,1,0,0,3,1,1,Concertado
3522,2020/07/02 4:54:09 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,0,1,1,0,0,0,0,0,0,7,2,4,2,1,3,3,3,3,3,0,0,0,1,0,,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,4,4,3,2,,0,0,1,0,0,0,0,0,0,0,3,3,2,3,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,Público
3523,2020/07/09 8:04:52 a. m. EET,2,ANDALUCÍA,Público,2.88,2.88,2,,2,0,1,1,0,1,0,0,0,0,0,3,2,3,3,4,3,2,3,2,3,2,2,2,2,1,2,3,1,1,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,3,2,,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,1,0,1,1,1,1,0,0,0,0,1,1,0,0,3,1,1,Público
3524,2020/07/03 11:45:02 a. m. EET,2,ANDALUCÍA,Público,2.88,2.88,1,,2,0,1,1,0,0,1,0,0,0,0,4,2,3,2,2,4,3,4,3,2,2,0,2,0,1,2,3,0,1,2,0,0,1,1,1,1,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,4,3,3,2,2,0,0,0,0,0,1,1,0,0,0,2,2,3,3,3,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,1,Público
3525,2020/07/08 9:45:54 p. m. EET,2,ANDALUCÍA,Público,2.88,2.88,1,,2,0,0,1,0,0,1,0,0,0,0,2,2,2,1,1,2,3,4,1,3,2,0,2,0,0,,4,0,1,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,3,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,3,1,1,Público
3526,2020/07/02 11:21:31 p. m. EET,2,MURCIA,Público,3.2,3,2,22345,2,0,1,1,0,0,1,1,0,0,0,1,0,2,2,3,2,3,3,3,3,2,2,2,0,1,2,2,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,3,3,2,,0,0,0,0,0,0,0,0,0,1,2,3,2,3,2,3,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2,1,1,Público
3527,2020/07/02 4:28:24 p. m. EET,2,MURCIA,Público,3.2,3,2,22345,2,0,1,1,0,0,1,1,0,0,0,1,2,3,4,3,2,2,3,3,2,2,0,2,1,1,2,2,1,1,2,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,3,2,3,2,,1,1,1,0,0,1,1,0,0,0,1,2,2,3,3,3,3,0,1,0,0,1,0,0,0,0,1,1,0,0,3,1,1,Público
3528,2020/07/02 11:54:36 p. m. EET,2,MURCIA,Público,3.2,3,2,25143,2,0,1,1,0,0,1,0,0,0,0,1,2,3,1,1,2,3,4,2,1,2,0,2,0,0,,3,0,0,2,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,3,2,1,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,Público
3529,2020/07/02 4:34:09 p. m. EET,2,MURCIA,Público,3.2,3,2,25143,2,0,1,1,0,1,0,0,0,0,0,3,2,3,2,3,3,3,3,3,4,2,0,2,2,1,2,2,1,1,2,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,2,2,2,,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Público
3530,2020/07/02 5:00:49 p. m. EET,2,MURCIA,Público,3.2,3,2,25143,2,0,1,1,1,1,0,0,0,0,0,3,2,3,2,4,3,3,3,3,3,2,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,3,2,2,2,2,1,1,1,1,1,1,1,0,1,0,2,2,3,3,3,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,1,Público
3531,2020/07/02 5:19:21 p. m. EET,2,MURCIA,Público,3.2,3,2,25143,2,0,1,1,1,0,1,0,0,0,0,3,2,2,4,1,2,2,4,4,3,2,0,2,1,1,3,2,1,1,2,1,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,3,1,3,2,2,0,0,0,0,0,0,0,0,0,1,3,2,2,2,3,3,1,0,1,1,1,1,0,0,1,0,0,1,0,0,3,1,1,Público
3532,2020/07/02 5:32:03 p. m. EET,2,MURCIA,Público,3.2,3,2,25143,2,0,0,1,0,1,1,0,0,0,0,7,2,3,4,4,4,3,4,4,3,0,2,0,2,0,,2,1,1,2,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,2,2,,0,0,0,0,0,0,1,0,0,0,1,2,3,3,3,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,Público
3533,2020/07/02 5:38:14 p. m. EET,1,MURCIA,Público,3.2,3,2,25143,1,0,1,1,1,0,0,0,0,0,0,3,0,2,2,4,3,3,4,2,1,0,2,2,2,0,,2,1,1,2,1,0,0,1,1,1,2,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,Público
3534,2020/07/02 6:01:06 p. m. EET,2,MURCIA,Concertado,.17,.17,2,25143,2,0,1,1,0,1,0,0,0,0,0,3,2,3,2,1,4,4,3,1,1,2,0,1,1,1,3,2,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,3,2,1,2,2,0,1,0,0,1,1,0,0,0,0,3,3,3,3,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,Concertado
3535,2020/07/03 10:38:19 a. m. EET,2,MURCIA,Concertado,.17,.17,2,25143,1,0,1,0,1,0,0,0,0,0,0,1,2,2,2,2,4,3,4,4,1,2,2,2,1,1,2,2,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,2,3,2,2,1,1,1,0,1,1,1,1,0,0,2,3,3,3,3,2,1,0,1,1,0,0,0,0,1,0,1,1,0,0,3,1,1,Concertado
3536,2020/07/03 6:51:50 a. m. EET,1,MURCIA,Público,3.2,3,2,25143,2,0,1,1,1,0,0,0,0,0,0,1,2,3,2,3,3,3,4,3,2,1,0,2,0,0,,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,3,1,3,2,1,1,1,1,0,0,0,0,1,1,0,2,3,2,3,2,3,2,0,1,1,0,0,0,0,1,0,1,1,0,0,3,1,1,Público
3537,2020/07/04 12:23:59 a. m. EET,2,MURCIA,Público,3.2,3,2,25143,2,0,1,1,0,1,0,0,0,0,0,4,2,2,1,1,2,2,3,2,2,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,Público
3538,2020/07/04 7:59:22 a. m. EET,2,MURCIA,Concertado,.17,.17,2,25143,2,0,1,1,1,0,0,0,0,0,0,3,0,2,2,2,3,2,4,1,2,2,2,2,0,1,1,1,0,1,2,1,0,1,1,1,0,2,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,3,2,3,2,2,0,0,1,0,1,1,1,1,0,0,3,2,2,3,3,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,1,Concertado
3539,2020/07/08 7:40:13 p. m. EET,2,MURCIA,Público,3.2,3,2,25143,2,0,0,1,1,0,0,0,0,0,0,2,2,2,1,1,3,3,3,3,3,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,0,0,1,0,0,0,0,0,0,0,3,2,3,3,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,Público
